drug1_id,drug2_id,level
4682,575,Moderate
83,4361,Major
4361,1388,Minor
119,1388,Moderate
3761,1388,Moderate
1388,5224,Minor
1371,1388,Minor
4887,1387,Moderate
4361,1387,Moderate
422,1387,Moderate
575,1387,Moderate
5129,1387,Moderate
7639,1387,Moderate
1392,4887,Moderate
1392,575,Moderate
4887,1259,Moderate
1259,575,Moderate
1371,1259,Moderate
7195,4361,Moderate
5129,1514,Moderate
9555,5129,Moderate
5129,454,Moderate
4319,4887,Moderate
4319,575,Moderate
4319,119,Moderate
4887,195,Moderate
4361,195,Minor
1484,422,Minor
7639,1484,Minor
1488,3761,Minor
4814,4887,Moderate
4814,422,Moderate
4814,575,Moderate
4814,7639,Moderate
4361,5822,Minor
1371,5822,Minor
1514,4887,Moderate
1514,4361,Moderate
1514,422,Moderate
1514,575,Moderate
1514,7639,Moderate
573,3761,Moderate
4887,1547,Moderate
1547,575,Moderate
1371,7226,Minor
6990,1371,Minor
1371,684,Moderate
1371,93,Moderate
1371,1933,Minor
1371,10254,Minor
1371,2149,Minor
1371,9108,Moderate
1371,422,Minor
1371,4705,Major
1371,2326,Major
1371,10091,Moderate
1371,2083,Minor
1371,575,Minor
1371,3129,Moderate
1371,4432,Minor
1371,3513,Minor
1371,543,Moderate
1371,205,Moderate
1371,996,Minor
1371,7073,Minor
1371,192,Moderate
1371,3761,Minor
1371,3391,Moderate
1371,6632,Moderate
1371,10205,Moderate
1371,3398,Moderate
1371,6287,Minor
1371,729,Moderate
1371,5224,Minor
1371,2917,Minor
1371,7639,Minor
214,1371,Minor
1371,5631,Moderate
1371,4752,Moderate
422,2526,Moderate
7639,2526,Moderate
2241,4361,Moderate
2241,1371,Moderate
2241,3761,Minor
2241,7170,Major
8051,4887,Moderate
8051,575,Moderate
10181,7170,Major
729,4361,Minor
7341,422,Moderate
729,575,Moderate
729,7639,Moderate
199,7170,Major
36,4887,Moderate
36,575,Moderate
4887,379,Moderate
422,9526,Moderate
7639,9526,Moderate
4361,527,Moderate
527,3761,Minor
527,7170,Moderate
581,4361,Minor
3761,543,Minor
7639,543,Moderate
490,1202,Moderate
1202,4747,Major
214,1202,Moderate
490,3761,Minor
687,4887,Moderate
687,4361,Moderate
687,7639,Moderate
3931,4887,Moderate
3931,422,Moderate
3931,575,Moderate
3931,7639,Moderate
729,422,Minor
4887,5715,Moderate
5715,575,Minor
4741,4887,Major
581,3761,Minor
6632,4361,Moderate
6632,422,Major
6632,7639,Major
1479,4887,Moderate
1479,575,Minor
5129,3129,Minor
2213,5129,Moderate
4887,842,Moderate
842,422,Moderate
842,575,Moderate
842,7639,Moderate
9206,3930,Moderate
422,3930,Minor
3930,7170,Moderate
2483,422,Moderate
3761,2483,Moderate
2483,7639,Moderate
8799,119,Moderate
8799,7170,Major
298,7170,Major
4887,6636,Moderate
6636,422,Moderate
6636,575,Moderate
7639,6636,Moderate
5224,7364,Moderate
4361,6015,Major
4557,7170,Major
3761,4803,Moderate
4361,7204,Moderate
3761,7204,Moderate
3761,6720,Moderate
4361,2326,Major
9206,497,Minor
497,422,Minor
7639,497,Minor
4887,10091,Moderate
10091,575,Moderate
4887,3998,Moderate
3998,575,Moderate
119,10254,Moderate
119,6989,Moderate
119,8666,Moderate
119,3398,Moderate
5032,119,Moderate
119,4752,Moderate
3981,4361,Moderate
3981,422,Moderate
3981,7639,Moderate
3513,5224,Minor
479,4361,Moderate
479,3761,Minor
479,7170,Moderate
4361,9137,Moderate
3761,9137,Minor
9137,7170,Moderate
2083,4361,Moderate
2083,422,Minor
2083,3761,Minor
2083,7639,Minor
2031,575,Moderate
4361,692,Moderate
3761,692,Moderate
4887,575,Moderate
9381,575,Moderate
3926,575,Moderate
7052,575,Moderate
6808,575,Moderate
6993,575,Moderate
687,575,Moderate
10254,575,Moderate
17,575,Moderate
3934,575,Moderate
6864,575,Moderate
1618,575,Minor
575,3129,Moderate
252,575,Moderate
4432,575,Moderate
2332,575,Minor
205,575,Moderate
5530,575,Moderate
4612,575,Moderate
5354,575,Minor
3933,575,Moderate
9442,575,Minor
9555,575,Minor
3910,575,Moderate
5115,575,Moderate
5669,575,Moderate
4741,575,Minor
8694,575,Moderate
3775,575,Moderate
2213,575,Moderate
6850,575,Moderate
7029,575,Moderate
7071,575,Minor
7047,575,Moderate
4361,6627,Moderate
422,6627,Moderate
7639,6627,Moderate
3117,4887,Moderate
3117,422,Minor
3117,5224,Moderate
3117,7639,Minor
4361,10181,Moderate
10181,1371,Moderate
10181,3761,Minor
4887,3129,Moderate
4361,3129,Major
422,3129,Moderate
7170,3129,Moderate
7639,3129,Moderate
199,4361,Moderate
199,3761,Moderate
4361,6375,Moderate
6375,3761,Moderate
6375,7170,Moderate
4361,173,Moderate
3761,173,Moderate
173,7170,Moderate
252,4887,Moderate
4887,6808,Moderate
4432,4887,Moderate
2332,4887,Moderate
2332,422,Moderate
2332,7639,Moderate
4361,543,Moderate
543,422,Moderate
4887,205,Moderate
205,422,Minor
7639,205,Major
1604,4361,Moderate
1604,3761,Minor
996,4361,Moderate
996,3761,Minor
685,422,Minor
685,7639,Minor
4361,7073,Moderate
7073,422,Moderate
7639,7073,Moderate
5530,4887,Moderate
5530,422,Moderate
5530,7639,Moderate
4361,192,Moderate
192,422,Moderate
7639,192,Moderate
4612,4887,Moderate
4612,422,Moderate
4612,7639,Moderate
1250,4361,Moderate
1250,3761,Minor
4361,4705,Major
4887,2153,Moderate
5354,4887,Moderate
4361,5354,Minor
3761,4839,Moderate
7226,3761,Moderate
5570,3761,Moderate
3761,8285,Minor
6990,3761,Minor
3761,1933,Minor
4361,3761,Minor
2149,3761,Minor
6457,3761,Moderate
3761,511,Minor
3761,4557,Minor
537,3761,Minor
5206,3761,Minor
6632,3761,Minor
2025,3761,Minor
214,3761,Moderate
3761,970,Moderate
5631,3761,Minor
7798,3761,Minor
3761,166,Moderate
3761,298,Minor
5423,3761,Moderate
3761,483,Moderate
4887,9151,Moderate
5129,10091,Moderate
10254,4887,Moderate
10254,5224,Moderate
537,4361,Moderate
537,7170,Moderate
4839,7170,Moderate
5570,7170,Major
8285,7170,Major
4361,7170,Moderate
2025,7170,Major
7798,7170,Moderate
5206,4361,Moderate
9555,4887,Moderate
3391,422,Moderate
3391,5224,Moderate
7639,3391,Moderate
775,10091,Moderate
4887,3910,Moderate
3910,422,Moderate
7639,3910,Moderate
2025,4361,Moderate
2025,1371,Moderate
4887,454,Moderate
454,422,Moderate
7639,454,Moderate
9206,3398,Minor
3398,5224,Minor
4887,672,Moderate
1266,5224,Moderate
9108,5224,Moderate
4481,5224,Moderate
7226,7639,Major
1458,7639,Minor
6990,7639,Minor
2149,7639,Moderate
7639,9108,Moderate
3934,7639,Moderate
1618,7639,Moderate
3927,7639,Moderate
7639,422,Minor
511,7639,Moderate
7810,7639,Moderate
7639,10091,Moderate
7639,2632,Moderate
3933,7639,Moderate
7639,3510,Moderate
7639,5115,Moderate
7639,656,Moderate
5631,7639,Major
5669,7639,Moderate
5423,7639,Moderate
7639,483,Minor
2213,7639,Moderate
4752,7639,Major
7029,7639,Moderate
3510,422,Moderate
4887,5115,Moderate
4361,5115,Moderate
5115,422,Moderate
4887,656,Moderate
656,422,Moderate
5631,4361,Moderate
5631,422,Major
7798,4361,Moderate
4361,298,Moderate
5669,4887,Moderate
5669,422,Moderate
4829,4361,Minor
4887,2790,Moderate
5423,4361,Moderate
5423,422,Moderate
3927,422,Moderate
9206,6420,Moderate
422,6420,Minor
2213,4887,Moderate
2213,4361,Moderate
2213,422,Moderate
4752,9206,Minor
4752,4361,Moderate
4752,422,Moderate
4361,4754,Moderate
4887,6850,Moderate
7029,4887,Moderate
7029,422,Moderate
1320,4361,Moderate
7071,4887,Moderate
4887,7047,Major
177,4361,Moderate
5570,4361,Moderate
4361,8285,Moderate
9206,2575,Moderate
422,2575,Moderate
6990,4361,Moderate
6990,422,Minor
7052,4887,Moderate
4361,1933,Moderate
4887,6993,Moderate
687,422,Moderate
4361,4839,Moderate
7226,4361,Moderate
2149,4361,Moderate
4361,9108,Moderate
6457,4361,Minor
4361,511,Moderate
4361,1703,Major
4361,5973,Major
4361,4557,Moderate
4361,2632,Moderate
4361,483,Minor
2149,422,Moderate
4887,17,Moderate
3917,4887,Moderate
9108,422,Moderate
3934,4887,Moderate
3934,422,Moderate
6864,4887,Moderate
1618,4887,Moderate
1618,422,Moderate
1371,8290,Moderate
7226,422,Major
1458,422,Minor
511,422,Moderate
7810,422,Minor
10091,422,Moderate
2632,422,Moderate
3933,422,Moderate
483,422,Minor
4887,3933,Moderate
4887,1475,Moderate
8694,4887,Moderate
5,1317,Moderate
15,123,Moderate
15,745,Minor
15,1080,Moderate
15,2247,Moderate
15,3515,Moderate
15,5554,Moderate
15,5669,Moderate
17,129,Minor
17,1488,Moderate
17,2260,Minor
17,3398,Moderate
17,4314,Minor
17,4752,Moderate
17,5206,Moderate
17,5715,Minor
17,6960,Moderate
17,7071,Minor
17,9320,Minor
17,10377,Minor
36,4314,Moderate
36,7071,Moderate
66,111,Moderate
66,243,Moderate
66,261,Moderate
66,720,Moderate
66,729,Minor
66,4731,Moderate
81,745,Moderate
81,7810,Moderate
87,745,Moderate
87,6690,Moderate
87,7810,Minor
110,745,Moderate
110,1080,Minor
110,5708,Minor
110,6989,Moderate
110,7814,Minor
111,243,Moderate
111,289,Minor
111,720,Minor
111,3616,Moderate
111,4731,Moderate
111,4740,Moderate
111,5554,Moderate
111,5708,Minor
111,7341,Moderate
111,8675,Minor
111,8799,Moderate
116,189,Moderate
116,201,Moderate
116,861,Moderate
116,1028,Moderate
116,1080,Minor
116,1317,Minor
116,2186,Moderate
116,3783,Moderate
116,5554,Moderate
116,5708,Minor
123,179,Moderate
123,201,Moderate
123,208,Moderate
123,478,Moderate
123,729,Minor
123,984,Moderate
123,996,Moderate
123,1080,Moderate
123,1317,Minor
123,1560,Moderate
123,1604,Moderate
123,1933,Moderate
123,2031,Minor
123,2300,Moderate
123,2363,Moderate
123,3398,Moderate
123,3761,Minor
123,3975,Minor
123,4731,Moderate
123,4740,Minor
123,4752,Minor
123,5115,Minor
123,5708,Minor
123,5812,Minor
123,6350,Minor
123,6690,Moderate
123,6960,Minor
123,6989,Moderate
123,7096,Minor
123,7159,Moderate
123,7212,Moderate
123,7468,Moderate
123,7814,Minor
123,9422,Minor
124,3117,Moderate
125,166,Moderate
125,199,Minor
125,581,Minor
125,729,Moderate
125,1026,Moderate
125,1604,Moderate
125,3391,Minor
125,4752,Moderate
125,5615,Moderate
125,6690,Minor
125,6960,Minor
125,6989,Moderate
125,6990,Moderate
125,7468,Minor
128,434,Moderate
128,4615,Moderate
128,6989,Moderate
129,1371,Moderate
139,243,Minor
139,3616,Moderate
139,4293,Moderate
139,4731,Moderate
139,5554,Moderate
139,5822,Minor
139,8675,Moderate
141,194,Moderate
141,5554,Moderate
146,169,Minor
146,191,Moderate
146,199,Minor
146,298,Minor
146,452,Moderate
146,581,Minor
146,1250,Minor
146,1371,Moderate
146,1479,Moderate
146,2119,Minor
146,2260,Minor
146,3515,Moderate
146,3783,Minor
146,4808,Moderate
146,5294,Minor
146,5669,Moderate
146,6690,Moderate
146,7899,Moderate
146,10254,Moderate
147,745,Minor
147,2247,Moderate
147,3515,Moderate
150,1317,Moderate
151,4829,Moderate
152,4829,Moderate
155,1317,Moderate
155,3349,Moderate
155,3923,Moderate
155,4829,Moderate
155,9320,Minor
155,10377,Minor
159,1317,Moderate
159,3349,Moderate
159,3923,Moderate
159,4829,Moderate
164,1317,Moderate
166,169,Minor
166,191,Moderate
166,199,Minor
166,214,Minor
166,298,Minor
166,490,Minor
166,497,Minor
166,511,Minor
166,573,Minor
166,729,Minor
166,745,Moderate
166,970,Minor
166,996,Moderate
166,1024,Minor
166,1026,Moderate
166,1488,Minor
166,1604,Moderate
166,1933,Moderate
166,2483,Moderate
166,3398,Minor
166,4177,Moderate
166,4430,Minor
166,4752,Minor
166,4755,Moderate
166,4803,Minor
166,4808,Moderate
166,5206,Moderate
166,5631,Moderate
166,6632,Minor
166,6647,Minor
166,6671,Minor
166,6690,Minor
166,6720,Minor
166,6990,Minor
166,7086,Minor
166,7212,Minor
166,7256,Minor
166,7296,Minor
166,7459,Moderate
166,7810,Moderate
166,7900,Minor
166,8285,Minor
166,10181,Minor
166,10254,Moderate
169,581,Minor
173,497,Moderate
173,1080,Minor
173,1388,Moderate
173,5708,Moderate
177,7100,Moderate
179,194,Moderate
179,478,Moderate
179,1080,Moderate
179,1258,Moderate
179,1604,Moderate
179,2031,Moderate
179,2153,Minor
179,2363,Moderate
179,3141,Minor
179,3502,Moderate
179,4754,Moderate
179,5554,Minor
179,7341,Minor
179,8845,Minor
184,194,Moderate
184,243,Moderate
184,2871,Minor
184,4740,Minor
184,5554,Moderate
188,1317,Moderate
188,3513,Moderate
188,3515,Moderate
188,3783,Moderate
189,861,Moderate
189,1028,Moderate
189,1080,Minor
189,1960,Moderate
189,3124,Moderate
189,4731,Moderate
189,4740,Moderate
189,5554,Minor
189,5669,Moderate
189,5708,Minor
189,6854,Moderate
189,10254,Moderate
191,212,Moderate
191,472,Moderate
191,581,Moderate
191,685,Moderate
191,775,Moderate
191,842,Moderate
191,1234,Minor
191,1267,Moderate
191,1484,Moderate
191,1514,Minor
191,2483,Minor
191,3485,Moderate
191,3698,Moderate
191,3930,Minor
191,4102,Moderate
191,4177,Moderate
191,4293,Moderate
191,4430,Minor
191,4756,Moderate
191,5501,Minor
191,5554,Minor
191,5708,Minor
191,5822,Moderate
191,7195,Moderate
191,8799,Moderate
192,454,Moderate
192,5669,Moderate
192,7899,Moderate
194,491,Moderate
194,497,Minor
194,568,Moderate
194,729,Minor
194,745,Minor
194,984,Moderate
194,999,Moderate
194,2186,Minor
194,2210,Minor
194,2305,Minor
194,2615,Moderate
194,3398,Minor
194,3513,Moderate
194,3515,Minor
194,3616,Moderate
194,3783,Minor
194,4435,Minor
194,4632,Moderate
194,4638,Minor
194,4752,Moderate
194,4755,Moderate
194,4808,Moderate
194,4887,Minor
194,5010,Minor
194,5554,Minor
194,5615,Moderate
194,5631,Moderate
194,5812,Minor
194,5996,Minor
194,6166,Minor
194,6196,Moderate
194,6464,Minor
194,6632,Minor
194,6669,Minor
194,6690,Moderate
194,6723,Moderate
194,6815,Minor
194,6854,Moderate
194,6960,Minor
194,7195,Moderate
194,7212,Moderate
194,7264,Moderate
194,7360,Moderate
194,7468,Moderate
194,7810,Moderate
194,7899,Minor
194,8266,Moderate
194,8446,Moderate
194,8874,Minor
194,9174,Moderate
194,9694,Minor
194,10047,Minor
194,10209,Moderate
194,10210,Moderate
195,578,Minor
195,842,Minor
195,1527,Moderate
195,3910,Moderate
195,3933,Minor
195,3934,Minor
195,3998,Minor
195,4612,Moderate
195,6636,Moderate
195,7029,Moderate
195,7899,Moderate
198,287,Minor
198,1618,Minor
199,214,Moderate
199,497,Minor
199,581,Minor
199,745,Minor
199,2483,Moderate
199,3398,Moderate
199,4752,Minor
201,1080,Minor
201,5708,Minor
201,10256,Minor
208,243,Moderate
208,478,Moderate
208,543,Moderate
208,687,Moderate
208,690,Moderate
208,745,Minor
208,1489,Moderate
208,2031,Moderate
208,2300,Minor
208,2363,Moderate
208,3698,Moderate
208,4694,Moderate
208,4754,Moderate
208,5115,Moderate
208,6854,Moderate
208,7810,Minor
208,8152,Moderate
212,224,Minor
212,454,Moderate
212,470,Moderate
212,472,Minor
212,497,Moderate
212,578,Moderate
212,687,Moderate
212,729,Moderate
212,745,Moderate
212,842,Moderate
212,1387,Moderate
212,1514,Moderate
212,1960,Moderate
212,2296,Minor
212,3117,Minor
212,3510,Minor
212,3910,Moderate
212,3933,Moderate
212,3934,Moderate
212,3998,Moderate
212,4612,Moderate
212,4682,Moderate
212,4752,Moderate
212,4754,Moderate
212,4808,Minor
212,5115,Moderate
212,5280,Minor
212,5354,Moderate
212,5530,Moderate
212,5715,Moderate
212,6627,Moderate
212,6636,Moderate
212,7029,Moderate
212,7071,Moderate
212,7468,Moderate
212,7738,Moderate
212,7810,Moderate
212,7899,Moderate
212,7900,Minor
212,9035,Moderate
212,9151,Moderate
212,9353,Moderate
212,9442,Moderate
212,9555,Minor
212,10254,Moderate
214,497,Minor
214,729,Minor
214,745,Minor
214,1388,Moderate
214,1604,Moderate
214,2483,Moderate
214,2494,Minor
214,3398,Moderate
214,4102,Minor
214,4177,Moderate
214,4430,Moderate
214,4557,Minor
214,4752,Minor
214,4755,Moderate
214,4808,Moderate
214,6832,Moderate
214,6854,Minor
214,6989,Moderate
214,7256,Moderate
214,7468,Moderate
214,7810,Moderate
214,8799,Moderate
214,10254,Moderate
217,454,Minor
217,1960,Minor
217,3510,Minor
217,4682,Minor
217,7738,Moderate
224,578,Minor
224,687,Minor
224,729,Moderate
224,842,Moderate
224,1514,Minor
224,2296,Minor
224,3117,Moderate
224,3122,Minor
224,3391,Moderate
224,3933,Moderate
224,3934,Moderate
224,3998,Moderate
224,4612,Moderate
224,4808,Moderate
224,5115,Minor
224,5354,Minor
224,5708,Minor
224,6627,Minor
224,7029,Moderate
224,7071,Moderate
224,7899,Minor
224,9353,Moderate
224,10254,Moderate
243,261,Moderate
243,483,Moderate
243,504,Minor
243,511,Minor
243,568,Minor
243,602,Minor
243,617,Minor
243,684,Minor
243,720,Minor
243,729,Minor
243,842,Minor
243,984,Minor
243,999,Minor
243,1000,Minor
243,1527,Minor
243,1769,Minor
243,2149,Minor
243,2210,Minor
243,2247,Minor
243,2588,Minor
243,2615,Minor
243,3050,Minor
243,3398,Minor
243,3616,Minor
243,3910,Minor
243,4406,Minor
243,4612,Minor
243,4632,Minor
243,4731,Minor
243,4740,Minor
243,4752,Minor
243,4756,Minor
243,5354,Minor
243,5554,Minor
243,5708,Minor
243,5822,Minor
243,6636,Minor
243,6671,Minor
243,7029,Minor
243,7159,Minor
243,7341,Minor
243,7810,Minor
243,7899,Minor
243,7900,Minor
243,8446,Minor
243,8675,Minor
243,8799,Minor
243,9180,Minor
243,9330,Minor
243,9524,Minor
243,10218,Minor
243,10254,Minor
252,287,Minor
252,1311,Minor
252,1475,Minor
252,1479,Minor
252,1618,Minor
252,2332,Minor
252,4223,Minor
252,4314,Minor
252,5354,Minor
252,5715,Minor
252,7071,Minor
252,7628,Minor
252,8619,Minor
252,9151,Minor
252,9442,Minor
259,7066,Minor
261,602,Minor
261,720,Minor
261,1388,Minor
261,5708,Minor
261,5812,Minor
261,6723,Minor
266,1769,Minor
266,3616,Minor
266,4731,Minor
266,4740,Minor
266,5554,Minor
266,7341,Minor
266,8675,Minor
266,8799,Minor
266,9330,Minor
283,452,Minor
283,1311,Minor
283,2119,Minor
283,2260,Minor
283,3515,Minor
283,5294,Minor
283,5554,Minor
287,472,Minor
287,478,Minor
287,483,Minor
287,575,Minor
287,578,Minor
287,842,Minor
287,866,Minor
287,1202,Minor
287,1259,Minor
287,1303,Minor
287,1311,Minor
287,1376,Minor
287,1479,Minor
287,1527,Minor
287,1547,Minor
287,1618,Minor
287,2031,Minor
287,2332,Minor
287,2588,Minor
287,3122,Minor
287,3485,Minor
287,3669,Minor
287,3910,Minor
287,3922,Minor
287,3926,Minor
287,3927,Minor
287,3933,Minor
287,3934,Minor
287,4223,Minor
287,4314,Minor
287,4612,Minor
287,4682,Minor
287,4741,Minor
287,4808,Minor
287,5050,Minor
287,5306,Minor
287,5354,Minor
287,5501,Minor
287,5530,Minor
287,5669,Minor
287,5708,Minor
287,5715,Minor
287,6636,Minor
287,6724,Minor
287,6808,Minor
287,6850,Minor
287,6864,Minor
287,7029,Minor
287,7047,Minor
287,7052,Minor
287,7071,Minor
287,7459,Minor
287,7463,Minor
287,7628,Minor
287,7899,Minor
287,8051,Minor
287,8619,Minor
287,9114,Minor
287,9151,Minor
287,9206,Minor
287,9442,Minor
287,9555,Minor
287,10091,Minor
287,10254,Minor
289,483,Minor
289,504,Minor
289,602,Minor
289,2025,Minor
289,2241,Minor
289,5354,Minor
289,5708,Minor
289,6647,Minor
289,6690,Minor
289,7195,Minor
289,7296,Minor
289,10181,Minor
298,581,Minor
298,842,Minor
298,1514,Minor
298,2025,Minor
298,2483,Minor
298,3485,Minor
298,3698,Minor
298,3930,Minor
298,4102,Minor
298,4177,Minor
298,4293,Minor
298,4430,Minor
298,5822,Minor
298,7195,Minor
298,7628,Minor
298,8799,Minor
302,745,Minor
302,1258,Minor
302,5554,Minor
302,6989,Minor
302,7639,Minor
379,1018,Minor
379,4741,Minor
379,7047,Minor
379,7066,Minor
379,8799,Minor
379,9320,Minor
379,10091,Minor
422,3616,Minor
422,3669,Minor
422,4740,Minor
422,5501,Minor
434,920,Minor
434,1234,Minor
434,2494,Minor
434,2642,Minor
434,3141,Minor
434,5554,Minor
434,7626,Minor
452,621,Minor
452,1018,Minor
452,1019,Minor
452,3981,Minor
452,7073,Minor
452,8799,Minor
452,9108,Minor
454,578,Minor
454,685,Minor
454,842,Minor
454,1258,Minor
454,1388,Minor
454,1457,Minor
454,1527,Minor
454,1960,Minor
454,2332,Minor
454,3117,Minor
454,3485,Minor
454,3669,Minor
454,3698,Minor
454,3910,Minor
454,3922,Minor
454,3931,Minor
454,3933,Minor
454,3934,Minor
454,3998,Minor
454,4102,Minor
454,4612,Minor
454,4615,Minor
454,4682,Minor
454,4694,Minor
454,4808,Minor
454,5354,Minor
454,5626,Minor
454,6018,Minor
454,6636,Minor
454,6832,Minor
454,6864,Minor
454,7029,Minor
454,7061,Minor
454,7628,Minor
454,7899,Minor
454,8051,Minor
454,8619,Minor
454,9353,Minor
454,9526,Minor
455,470,Minor
455,672,Minor
455,745,Minor
455,1960,Minor
455,7049,Minor
455,7061,Minor
455,7738,Minor
456,5280,Minor
459,745,Minor
459,5554,Minor
470,578,Minor
470,842,Minor
470,1527,Minor
470,3910,Minor
470,3933,Minor
470,3934,Minor
470,3998,Minor
470,4612,Minor
470,6636,Minor
470,7029,Minor
470,7899,Minor
470,9353,Minor
472,483,Minor
472,497,Minor
472,511,Minor
472,578,Minor
472,729,Minor
472,745,Minor
472,775,Minor
472,842,Minor
472,1132,Minor
472,1267,Minor
472,1311,Minor
472,1479,Minor
472,1527,Minor
472,1618,Minor
472,2149,Minor
472,3398,Minor
472,3910,Minor
472,3933,Minor
472,3934,Minor
472,3975,Minor
472,3998,Minor
472,4223,Minor
472,4314,Minor
472,4612,Minor
472,4740,Minor
472,4752,Minor
472,4755,Minor
472,4808,Minor
472,5129,Minor
472,5280,Minor
472,5715,Minor
472,6636,Minor
472,6671,Minor
472,6690,Minor
472,7029,Minor
472,7066,Minor
472,7071,Minor
472,7212,Minor
472,7628,Minor
472,7810,Minor
472,7899,Minor
472,7900,Minor
472,9151,Minor
472,9353,Minor
472,9442,Minor
472,9555,Minor
472,10254,Minor
477,483,Minor
477,745,Minor
477,1270,Minor
477,1388,Minor
477,2260,Minor
477,3650,Minor
477,4740,Minor
477,5554,Minor
477,6723,Minor
477,7341,Minor
477,10279,Minor
478,490,Minor
478,497,Minor
478,573,Minor
478,745,Minor
478,970,Minor
478,984,Minor
478,1289,Minor
478,1311,Minor
478,1479,Minor
478,1488,Minor
478,1618,Minor
478,2171,Minor
478,2260,Minor
478,2332,Minor
478,3398,Minor
478,4223,Minor
478,4314,Minor
478,4731,Minor
478,4752,Minor
478,4808,Minor
478,5206,Minor
478,5354,Minor
478,5501,Minor
478,5715,Minor
478,6960,Minor
478,7071,Minor
478,7628,Minor
478,8619,Minor
478,9151,Minor
478,9320,Minor
478,9442,Minor
478,10205,Minor
478,10254,Minor
478,10377,Minor
479,483,Minor
479,581,Minor
479,861,Minor
479,1028,Minor
479,1080,Minor
479,1388,Minor
479,1960,Minor
479,3124,Minor
479,3349,Minor
479,3934,Minor
479,4740,Minor
479,4829,Minor
479,5354,Minor
479,5554,Minor
479,5708,Minor
479,5822,Minor
479,6457,Minor
479,7195,Minor
479,7814,Minor
483,492,Minor
483,527,Minor
483,537,Minor
483,575,Minor
483,578,Minor
483,656,Minor
483,687,Minor
483,1106,Minor
483,1376,Minor
483,1618,Minor
483,2025,Minor
483,2153,Minor
483,2241,Minor
483,2296,Minor
483,2790,Minor
483,3122,Minor
483,3616,Minor
483,3880,Minor
483,3910,Minor
483,3921,Minor
483,3933,Minor
483,3934,Minor
483,4612,Minor
483,4682,Minor
483,4741,Minor
483,4754,Minor
483,4808,Minor
483,5115,Minor
483,5306,Minor
483,5354,Minor
483,5501,Minor
483,5530,Minor
483,5708,Minor
483,5715,Minor
483,6647,Minor
483,6823,Minor
483,6864,Minor
483,6993,Minor
483,7195,Minor
483,7296,Minor
483,7463,Minor
483,7798,Minor
483,7899,Minor
483,8051,Minor
483,8619,Minor
483,8694,Minor
483,9035,Minor
483,9137,Minor
483,9206,Minor
483,9555,Minor
483,10181,Minor
486,866,Minor
486,1234,Minor
486,1248,Minor
486,1604,Minor
486,1968,Minor
486,3050,Minor
486,5554,Minor
486,6632,Minor
486,6832,Minor
486,9524,Minor
488,1388,Minor
489,8152,Minor
489,10254,Minor
490,571,Minor
490,581,Minor
490,690,Minor
490,842,Minor
490,996,Minor
490,1026,Minor
490,1311,Minor
490,1514,Minor
490,1604,Minor
490,1933,Minor
490,2031,Minor
490,2363,Minor
490,2483,Minor
490,3485,Minor
490,3698,Minor
490,4102,Minor
490,4177,Minor
490,4293,Minor
490,4430,Minor
490,6690,Minor
490,7212,Minor
490,7628,Minor
491,2871,Minor
491,4293,Minor
491,4740,Minor
491,5554,Minor
491,5708,Minor
491,6457,Minor
491,7341,Minor
492,1388,Minor
492,4740,Minor
492,10279,Minor
497,565,Minor
497,571,Minor
497,573,Minor
497,610,Minor
497,656,Minor
497,690,Minor
497,729,Minor
497,920,Minor
497,970,Minor
497,984,Minor
497,996,Minor
497,1080,Minor
497,1234,Minor
497,1258,Minor
497,1311,Minor
497,1388,Minor
497,1527,Minor
497,1604,Minor
497,1769,Minor
497,1933,Minor
497,2031,Minor
497,2119,Minor
497,2153,Minor
497,2363,Minor
497,2483,Minor
497,2526,Minor
497,2588,Minor
497,2642,Minor
497,2790,Minor
497,3391,Minor
497,3398,Minor
497,3502,Minor
497,3616,Minor
497,3910,Minor
497,3922,Minor
497,3930,Minor
497,4430,Minor
497,4755,Minor
497,4808,Minor
497,5554,Minor
497,5822,Minor
497,6420,Minor
497,6636,Minor
497,6690,Minor
497,6724,Minor
497,7071,Minor
497,7195,Minor
497,7341,Minor
497,7626,Minor
497,7738,Minor
497,7810,Minor
497,8051,Minor
497,8845,Minor
497,10254,Minor
504,3616,Minor
504,4222,Minor
504,4406,Minor
504,4731,Minor
504,8799,Minor
504,9035,Minor
504,10218,Minor
508,996,Minor
508,1489,Minor
508,2588,Minor
508,5626,Minor
511,581,Minor
511,842,Minor
511,1514,Minor
511,2483,Minor
511,3485,Minor
511,3698,Minor
511,4102,Minor
511,4177,Minor
511,4293,Minor
511,4430,Minor
511,4741,Minor
511,4808,Minor
511,5354,Minor
511,5501,Minor
511,5708,Minor
511,6823,Minor
511,6864,Minor
511,7195,Minor
511,7628,Minor
511,8051,Minor
511,8619,Minor
511,9555,Minor
520,571,Minor
520,745,Minor
520,889,Minor
520,1080,Minor
520,1320,Minor
520,1532,Minor
520,2247,Minor
520,2300,Minor
520,3515,Minor
520,3698,Minor
520,3759,Minor
520,5554,Minor
527,581,Minor
527,861,Minor
527,1028,Minor
527,1080,Minor
527,1388,Minor
527,1960,Minor
527,3124,Minor
527,3349,Minor
527,3934,Minor
527,4740,Minor
527,4829,Minor
527,5354,Minor
527,5554,Minor
527,5708,Minor
527,5822,Minor
527,6457,Minor
527,7195,Minor
527,7814,Minor
537,581,Minor
537,861,Minor
537,984,Minor
537,1028,Minor
537,1080,Minor
