drug1_id,drug2_id,level
7052,2211,Moderate
1933,2211,Moderate
9206,2211,Minor
984,2211,Moderate
2211,10254,Moderate
2575,2211,Moderate
9108,2211,Moderate
2211,842,Moderate
302,2211,Moderate
3927,2211,Moderate
2211,422,Minor
6518,2211,Moderate
4432,2211,Moderate
2211,866,Minor
261,2211,Moderate
2211,205,Moderate
1604,2211,Moderate
996,2211,Moderate
5530,2211,Moderate
2211,6723,Moderate
2211,8874,Moderate
7041,2211,Moderate
2211,9797,Moderate
3050,2211,Moderate
2211,3910,Moderate
720,2211,Moderate
2211,201,Moderate
2917,2211,Minor
7639,2211,Moderate
214,2211,Moderate
2211,970,Moderate
903,2211,Moderate
2210,2211,Moderate
2211,656,Moderate
6136,2211,Moderate
166,2211,Moderate
2211,8446,Moderate
2211,1567,Moderate
2211,1307,Moderate
2790,2211,Moderate
5423,2211,Moderate
2211,5996,Moderate
2211,6420,Minor
2211,3479,Moderate
2213,2211,Moderate
10209,2211,Moderate
4752,2211,Moderate
7029,2211,Minor
7071,2211,Moderate
7047,2211,Moderate
4432,2260,Minor
2361,4432,Moderate
4432,1834,Minor
4432,1289,Minor
4432,5617,Minor
2615,4432,Minor
211,4432,Moderate
4319,4222,Minor
4222,1458,Moderate
4222,1267,Moderate
4222,10254,Moderate
4222,2149,Moderate
4222,9108,Major
4222,422,Moderate
4222,511,Moderate
7810,4222,Moderate
4222,2632,Moderate
4222,3536,Moderate
4222,1019,Moderate
685,4222,Moderate
4222,7073,Moderate
4222,192,Moderate
4612,4222,Moderate
4222,2171,Moderate
4222,3933,Moderate
4222,5617,Moderate
4222,2615,Moderate
3050,4222,Moderate
4222,6632,Minor
4222,3910,Moderate
4222,2210,Moderate
2119,4222,Moderate
4222,6136,Moderate
4222,8446,Moderate
5423,4222,Moderate
4222,483,Minor
7029,4222,Moderate
2361,866,Minor
211,866,Minor
2332,440,Moderate
2332,217,Minor
2332,1289,Moderate
2332,7061,Major
2332,7501,Moderate
211,2332,Moderate
217,470,Minor
7061,470,Minor
261,4839,Moderate
7226,261,Moderate
261,1458,Moderate
261,1267,Moderate
6990,261,Moderate
261,4406,Moderate
261,879,Moderate
984,261,Moderate
687,261,Moderate
4361,261,Moderate
261,2494,Moderate
261,10254,Minor
2149,261,Moderate
261,9108,Major
261,6989,Moderate
261,7096,Moderate
261,10013,Moderate
302,261,Moderate
261,422,Moderate
261,511,Moderate
7810,261,Moderate
261,4557,Moderate
261,2632,Major
3536,261,Moderate
261,543,Moderate
261,1019,Moderate
685,261,Moderate
261,7073,Major
261,192,Major
4612,261,Moderate
261,2171,Moderate
5354,261,Minor
261,3761,Moderate
261,3933,Moderate
537,261,Moderate
261,5617,Moderate
2615,261,Moderate
3050,261,Moderate
6632,261,Moderate
261,3910,Moderate
2025,261,Moderate
261,454,Moderate
261,7639,Moderate
261,3510,Moderate
261,5115,Moderate
261,2210,Moderate
261,313,Moderate
5631,261,Moderate
2119,261,Moderate
5032,261,Moderate
7798,261,Moderate
261,6136,Moderate
261,8446,Moderate
5423,261,Moderate
261,483,Moderate
4752,261,Moderate
261,4754,Moderate
7029,261,Moderate
543,1834,Minor
543,1289,Minor
5617,543,Moderate
720,543,Moderate
2119,543,Minor
217,205,Major
7061,205,Major
5617,205,Moderate
2615,205,Moderate
720,205,Moderate
903,205,Major
144,3349,Moderate
3349,5466,Moderate
3349,156,Moderate
3349,1215,Moderate
177,3349,Moderate
3349,4406,Moderate
2149,3349,Minor
3349,511,Major
3349,1703,Major
3349,4705,Major
3349,5973,Major
996,3349,Moderate
917,3349,Moderate
2300,3349,Moderate
9174,3349,Moderate
1475,3349,Moderate
3349,10205,Minor
2210,3349,Major
5615,3349,Minor
5032,3349,Moderate
6136,3349,Major
3349,8446,Major
4829,3349,Moderate
5423,3349,Major
4481,3349,Moderate
1320,3349,Minor
1604,2260,Minor
1604,10377,Moderate
2361,1604,Moderate
1604,5617,Moderate
1604,2615,Moderate
211,1604,Moderate
996,2260,Minor
996,10377,Minor
2361,996,Moderate
996,5617,Moderate
996,2615,Minor
621,4455,Moderate
621,2260,Minor
8029,621,Minor
621,4361,Minor
2575,621,Minor
621,1834,Minor
621,1289,Minor
621,3792,Minor
1019,621,Minor
537,621,Minor
621,7798,Minor
685,4406,Moderate
111,685,Moderate
685,3536,Moderate
7073,2260,Moderate
7073,4406,Moderate
7073,440,Moderate
217,7073,Moderate
7073,1834,Moderate
7061,7073,Moderate
7073,7501,Moderate
5617,7073,Major
2615,7073,Major
7073,313,Moderate
2119,7073,Minor
5530,1267,Major
5530,217,Major
5530,3536,Moderate
5530,7061,Major
7690,5530,Moderate
5530,1303,Minor
192,2260,Minor
192,4406,Moderate
192,440,Moderate
217,192,Moderate
192,1834,Moderate
7061,192,Moderate
192,7501,Moderate
5617,192,Major
2615,192,Major
192,313,Moderate
2119,192,Moderate
4612,4406,Moderate
4612,217,Moderate
4612,7061,Moderate
4612,211,Moderate
4612,720,Minor
4612,313,Moderate
1250,5617,Moderate
1250,2615,Moderate
4705,1267,Major
3536,4705,Major
5617,4705,Major
5032,4705,Major
7061,7049,Major
7061,2862,Moderate
6669,7061,Moderate
984,7061,Moderate
3917,7061,Moderate
7061,9108,Major
7061,440,Moderate
3934,7061,Major
6864,7061,Moderate
7061,10013,Major
1618,7061,Moderate
7061,6815,Moderate
302,7061,Moderate
3927,7061,Major
7061,422,Moderate
7061,2632,Moderate
7061,1289,Moderate
917,7061,Moderate
8666,7061,Moderate
7093,7061,Moderate
7061,8874,Major
5354,7061,Major
3933,7061,Moderate
10254,7061,Moderate
7061,7501,Moderate
7061,3391,Moderate
7061,3910,Moderate
7061,3398,Moderate
7061,672,Minor
7061,7639,Moderate
7061,5115,Minor
7061,656,Moderate
5631,7061,Major
6136,7061,Moderate
508,7061,Moderate
7061,2305,Moderate
5669,7061,Moderate
6018,7061,Major
2213,7061,Major
4752,7061,Moderate
7061,4754,Major
7029,7061,Major
177,2171,Moderate
6669,2171,Moderate
2171,4406,Moderate
7810,2171,Moderate
2171,211,Moderate
720,2171,Moderate
2171,2526,Moderate
2171,313,Moderate
2171,5996,Moderate
917,440,Moderate
917,217,Moderate
917,1289,Moderate
917,7501,Moderate
917,675,Moderate
917,903,Moderate
917,5032,Moderate
917,8737,Moderate
8666,217,Moderate
2300,8666,Moderate
8666,5617,Moderate
2615,8666,Moderate
8666,720,Moderate
903,8666,Moderate
1303,2153,Minor
2153,486,Moderate
7093,1267,Moderate
7093,440,Moderate
7093,217,Moderate
7093,1289,Moderate
7093,7501,Moderate
2361,6723,Moderate
486,6723,Minor
903,6723,Moderate
211,6723,Moderate
3650,2862,Moderate
3650,6136,Moderate
1249,4406,Moderate
1249,5032,Moderate
2361,8874,Moderate
8874,440,Moderate
217,8874,Major
8874,1289,Moderate
8874,7501,Moderate
211,8874,Moderate
2300,4455,Moderate
2300,4199,Minor
2300,8029,Minor
2300,5678,Moderate
984,2300,Minor
2300,2149,Moderate
2300,2575,Minor
2300,511,Moderate
2300,7810,Minor
2300,3792,Minor
2300,3398,Moderate
2300,903,Moderate
2300,6136,Moderate
2300,4829,Moderate
2300,5423,Moderate
2300,483,Moderate
2300,4752,Moderate
7041,1834,Moderate
2119,7041,Minor
5354,217,Major
3536,5354,Major
9174,5032,Moderate
7690,3934,Moderate
7690,3927,Moderate
7690,3933,Moderate
10254,2260,Moderate
10254,4406,Moderate
10254,1834,Moderate
10254,1289,Moderate
10254,5617,Moderate
10254,2615,Moderate
10254,720,Minor
10254,313,Moderate
10254,2119,Moderate
10254,5032,Moderate
10254,8737,Moderate
211,1267,Moderate
511,211,Moderate
7810,211,Moderate
5423,211,Moderate
483,211,Moderate
520,9797,Moderate
537,4406,Moderate
537,1303,Moderate
537,5617,Moderate
537,2615,Moderate
537,720,Moderate
537,5032,Moderate
675,3141,Moderate
903,3141,Moderate
8737,3141,Moderate
7501,2862,Moderate
984,7501,Moderate
7501,1736,Moderate
687,7501,Moderate
2149,7501,Moderate
9108,7501,Moderate
217,7501,Moderate
3934,7501,Moderate
10013,7501,Moderate
1618,7501,Moderate
511,7501,Moderate
2632,7501,Moderate
3933,7501,Moderate
5617,7501,Moderate
2615,7501,Moderate
3391,7501,Moderate
3910,7501,Moderate
5115,7501,Moderate
656,7501,Moderate
5631,7501,Moderate
5423,7501,Moderate
483,7501,Moderate
2213,7501,Moderate
4752,7501,Moderate
7029,7501,Moderate
920,675,Moderate
920,903,Moderate
920,8737,Moderate
211,1840,Moderate
5206,5617,Moderate
5206,2615,Moderate
2615,4839,Moderate
2615,2260,Minor
7226,2615,Moderate
2615,5570,Moderate
2615,8285,Moderate
2615,4406,Moderate
2615,1933,Moderate
984,2615,Minor
2615,4361,Moderate
2615,2149,Moderate
2615,9108,Major
2615,440,Moderate
302,2615,Moderate
2615,422,Minor
2615,511,Moderate
7810,2615,Moderate
2615,4557,Moderate
2615,2632,Major
2615,1289,Moderate
6632,2615,Moderate
1475,2615,Moderate
2615,4756,Minor
2025,2615,Moderate
2615,10205,Moderate
2615,720,Moderate
2615,3398,Moderate
2615,5224,Minor
2615,7639,Minor
2615,2210,Moderate
2615,313,Moderate
7798,2615,Moderate
2615,6136,Moderate
2615,298,Moderate
2615,8446,Moderate
6350,2615,Minor
2615,1307,Major
5423,2615,Moderate
2615,483,Moderate
2615,3479,Major
4752,2615,Moderate
8666,1267,Major
3536,8666,Major
9555,1303,Minor
9555,486,Moderate
2361,3050,Moderate
3050,4406,Moderate
3050,313,Moderate
2361,3391,Moderate
3391,440,Moderate
217,3391,Moderate
3391,1289,Moderate
6632,2260,Moderate
6632,1267,Moderate
6632,1834,Minor
6632,1289,Minor
6632,720,Moderate
2119,6632,Minor
486,2575,Moderate
1933,486,Minor
6993,486,Moderate
486,5615,Minor
656,486,Moderate
179,486,Moderate
486,1567,Minor
2790,486,Moderate
8694,486,Moderate
486,6420,Minor
1475,5617,Moderate
2361,3910,Moderate
3910,4406,Moderate
3910,440,Moderate
217,3910,Moderate
3910,1289,Moderate
720,3910,Minor
3910,313,Moderate
2025,2260,Minor
2025,4406,Moderate
2025,440,Moderate
2025,1834,Minor
2025,1289,Minor
2025,1303,Major
2025,5617,Moderate
2361,2210,Major
2210,4406,Moderate
2210,217,Moderate
2210,720,Minor
2210,675,Moderate
903,2210,Moderate
2210,313,Moderate
5032,2210,Major
1267,454,Moderate
3536,454,Moderate
720,454,Moderate
4319,720,Minor
720,4839,Moderate
720,2862,Moderate
720,1267,Moderate
6990,720,Moderate
720,4406,Moderate
720,879,Moderate
984,720,Moderate
687,720,Moderate
4361,720,Moderate
2149,720,Minor
720,10013,Moderate
302,720,Moderate
720,422,Moderate
511,720,Moderate
7810,720,Moderate
720,6960,Minor
3536,720,Moderate
720,1019,Moderate
3933,720,Moderate
5617,720,Moderate
720,3398,Minor
720,5115,Moderate
720,313,Moderate
5631,720,Moderate
7798,720,Moderate
720,8446,Minor
720,2305,Moderate
720,483,Minor
4752,720,Minor
720,4754,Moderate
7029,720,Minor
3398,2260,Moderate
520,3398,Moderate
3398,1834,Moderate
3398,1289,Moderate
5617,3398,Moderate
903,3398,Major
8737,3398,Moderate
8845,2862,Moderate
8845,2575,Moderate
8845,6989,Moderate
8845,2305,Moderate
8845,6420,Moderate
2361,201,Moderate
211,201,Moderate
217,672,Moderate
10205,5617,Moderate
5617,5224,Moderate
2361,2917,Minor
211,5617,Moderate
675,2260,Moderate
675,2862,Moderate
6669,675,Moderate
2141,675,Moderate
675,879,Major
984,675,Minor
9694,675,Moderate
2494,675,Moderate
675,6989,Minor
675,10013,Moderate
7810,675,Minor
675,1834,Moderate
675,1289,Moderate
903,675,Moderate
675,8446,Moderate
8737,675,Moderate
675,5996,Moderate
10209,675,Moderate
7639,1267,Minor
7639,4406,Moderate
111,7639,Moderate
217,7639,Moderate
3536,7639,Moderate
5617,7639,Minor
3510,1267,Major
3536,3510,Major
5115,440,Moderate
217,5115,Major
5115,1289,Moderate
3536,5115,Major
211,5115,Moderate
214,2361,Moderate
211,214,Moderate
2361,970,Moderate
211,970,Moderate
2361,903,Moderate
903,2862,Moderate
6669,903,Moderate
903,2575,Moderate
903,520,Moderate
903,2141,Moderate
903,128,Moderate
903,879,Major
984,903,Minor
903,9694,Moderate
903,2494,Moderate
903,6989,Minor
9108,903,Moderate
903,10013,Moderate
302,903,Minor
7810,903,Moderate
903,6960,Minor
903,6136,Moderate
903,8080,Moderate
903,8446,Moderate
903,1567,Moderate
903,8737,Moderate
903,5996,Moderate
211,903,Moderate
10209,903,Moderate
4752,903,Minor
1458,313,Moderate
313,2575,Moderate
2149,313,Moderate
9108,313,Major
313,422,Moderate
511,313,Moderate
7810,313,Moderate
2632,313,Moderate
3536,313,Moderate
313,1019,Moderate
3933,313,Moderate
5617,313,Moderate
313,8446,Moderate
5423,313,Moderate
7029,313,Moderate
2361,656,Moderate
656,440,Moderate
217,656,Moderate
656,1289,Moderate
1303,656,Minor
211,656,Moderate
5631,2260,Minor
5631,1267,Moderate
5631,440,Moderate
5631,217,Major
5631,1834,Minor
5631,1289,Moderate
2119,5631,Minor
2119,2260,Moderate
2119,7226,Minor
2119,4406,Moderate
2119,2149,Moderate
2119,9108,Moderate
111,2119,Moderate
2119,6960,Minor
2119,2632,Moderate
2119,1289,Moderate
2119,8216,Moderate
2119,3933,Minor
5032,4839,Moderate
177,5032,Moderate
5032,2862,Moderate
5032,4406,Moderate
4361,5032,Moderate
5032,511,Major
5032,1703,Major
5032,5973,Major
5032,2444,Minor
489,5032,Minor
5032,9199,Major
7798,5032,Moderate
5032,6136,Major
5032,8446,Moderate
4829,5032,Moderate
5032,5996,Moderate
4481,5032,Moderate
1320,5032,Moderate
7798,4406,Moderate
7798,1303,Moderate
7798,5617,Moderate
6136,2260,Minor
2361,6136,Major
520,6136,Major
6136,4406,Moderate
111,6136,Moderate
6136,217,Moderate
6136,1834,Minor
6136,1289,Moderate
6136,8737,Moderate
2361,166,Moderate
211,166,Moderate
5617,298,Moderate
2361,8446,Moderate
4406,8446,Moderate
217,8446,Moderate
2361,1567,Moderate
211,1567,Moderate
6350,2260,Minor
6350,1834,Minor
6350,1289,Minor
6350,5617,Minor
2141,8737,Moderate
8737,9694,Moderate
8737,2494,Moderate
8737,10013,Moderate
8737,5996,Moderate
10209,8737,Moderate
5669,217,Moderate
4829,520,Moderate
4829,4406,Moderate
520,1307,Moderate
5617,1307,Major
211,1307,Moderate
2361,2790,Moderate
1303,2790,Minor
5423,520,Moderate
5423,4406,Moderate
5423,440,Moderate
5423,1289,Moderate
5423,5617,Moderate
2361,5996,Moderate
1019,5996,Moderate
8036,1267,Moderate
8036,440,Moderate
3927,1267,Major
3927,217,Moderate
3536,3927,Moderate
2361,6420,Minor
211,6420,Moderate
5617,3479,Major
2361,2213,Moderate
2213,1267,Moderate
2213,440,Moderate
2213,217,Major
2213,1289,Moderate
2213,3536,Major
211,2213,Moderate
4752,520,Moderate
4752,440,Moderate
4752,217,Moderate
4752,1289,Moderate
4752,5617,Moderate
217,4754,Major
3536,4754,Major
211,4754,Moderate
5617,6850,Minor
211,6850,Minor
7029,2361,Minor
7029,4406,Moderate
7029,440,Moderate
7029,217,Major
7029,1289,Moderate
1320,4406,Moderate
7049,217,Major
2361,7071,Moderate
211,7071,Moderate
2361,7047,Moderate
5617,7047,Moderate
211,7047,Moderate
2361,2862,Moderate
440,2862,Moderate
217,2862,Moderate
1289,2862,Moderate
211,2862,Moderate
7226,1267,Moderate
7738,1267,Major
6990,1267,Moderate
4406,1267,Moderate
3934,1267,Moderate
1267,422,Moderate
10091,1267,Moderate
3536,1267,Moderate
5394,1267,Minor
3933,1267,Moderate
1267,4756,Minor
1267,4963,Moderate
1267,7814,Moderate
4887,1303,Major
1303,4839,Moderate
5570,1303,Major
1303,8285,Major
1303,6993,Minor
4361,1303,Moderate
1618,1303,Minor
1303,3933,Minor
8694,1303,Minor
6669,217,Moderate
6669,1019,Moderate
2361,5570,Major
5570,5617,Moderate
8285,4406,Moderate
5617,8285,Moderate
2260,2575,Minor
1834,2575,Major
2361,7738,Moderate
211,7738,Moderate
8029,2260,Minor
8029,1834,Moderate
8029,1289,Moderate
211,8029,Moderate
3536,10091,Major
520,4199,Minor
520,5678,Moderate
2149,520,Moderate
2575,520,Moderate
520,511,Moderate
520,3792,Minor
520,483,Moderate
486,1769,Minor
2361,7052,Moderate
211,7052,Moderate
4839,4406,Moderate
1458,4406,Moderate
4361,4406,Moderate
2149,4406,Moderate
9108,4406,Major
4406,422,Moderate
511,4406,Moderate
7810,4406,Moderate
4557,4406,Moderate
2632,4406,Moderate
3536,4406,Moderate
4406,1019,Moderate
3933,4406,Moderate
5617,4406,Moderate
483,4406,Minor
7226,2260,Moderate
916,1289,Moderate
1933,2260,Minor
2260,5678,Moderate
9206,1289,Moderate
1289,1736,Moderate
2149,1289,Moderate
511,2260,Moderate
8216,2260,Moderate
5617,1289,Moderate
483,2260,Minor
8694,1289,Moderate
3816,5617,Moderate
1933,10377,Minor
2361,1933,Moderate
5617,1933,Moderate
211,1933,Moderate
2361,9206,Minor
9206,1834,Moderate
5617,4839,Moderate
5617,2260,Minor
7226,5617,Moderate
984,5617,Moderate
4361,5617,Moderate
2149,5617,Moderate
5617,9108,Major
5617,440,Moderate
302,5617,Moderate
5617,422,Minor
511,5617,Moderate
7810,5617,Moderate
5617,4557,Moderate
5617,2632,Major
5617,4756,Minor
5617,483,Moderate
984,440,Moderate
984,217,Moderate
984,1289,Moderate
2149,440,Moderate
17,1834,Minor
17,1289,Minor
3917,217,Moderate
2361,2575,Moderate
211,2575,Moderate
111,6989,Moderate
9108,2260,Moderate
9108,440,Moderate
217,9108,Moderate
9108,1834,Moderate
111,1458,Moderate
111,1019,Moderate
111,4963,Minor
111,7814,Minor
217,440,Moderate
3934,217,Major
6864,217,Moderate
217,10013,Major
1618,217,Moderate
217,6815,Moderate
302,217,Moderate
217,422,Moderate
217,2632,Moderate
217,1289,Moderate
3933,217,Moderate
211,217,Moderate
6018,217,Major
3934,440,Moderate
3934,1289,Moderate
3934,3536,Moderate
10013,2260,Moderate
10013,440,Moderate
10013,1834,Moderate
10013,1289,Moderate
1618,440,Moderate
1618,1289,Moderate
2361,302,Moderate
1018,8290,Major
211,3927,Moderate
2361,422,Minor
3536,422,Moderate
511,10377,Moderate
511,440,Moderate
511,1289,Moderate
440,1736,Moderate
2632,440,Moderate
8216,440,Minor
3933,440,Moderate
483,440,Moderate
4455,2260,Moderate
2632,2260,Moderate
8216,10377,Minor
483,10377,Minor
2361,6518,Moderate
3536,1458,Moderate
1834,5678,Moderate
1289,5678,Moderate
483,1289,Moderate
4455,1834,Moderate
7226,1834,Minor
2632,1834,Moderate
8216,1834,Moderate
3933,1834,Minor
4455,1289,Moderate
7226,1289,Minor
3933,1289,Moderate
3536,3933,Moderate
1270,8671,Major
1567,8671,Minor
6832,1560,Moderate
6832,3131,Moderate
8036,6832,Moderate
222,604,Moderate
1317,994,Moderate
222,472,Moderate
472,1567,Moderate
1325,1980,Minor
8036,5129,Moderate
129,1317,Moderate
5501,1968,Moderate
212,222,Moderate
212,1567,Moderate
8036,7066,Moderate
775,4963,Moderate
775,1270,Moderate
775,1305,Moderate
8036,775,Moderate
3537,1560,Major
708,3537,Moderate
3537,1567,Moderate
3537,110,Moderate
3537,222,Moderate
3537,9422,Major
3537,1968,Moderate
3537,3131,Major
3537,7096,Moderate
3537,201,Major
6350,3537,Moderate
8036,3537,Moderate
3537,1317,Major
1026,1560,Moderate
1026,110,Moderate
1026,201,Moderate
1026,1567,Minor
8036,1026,Minor
1350,1968,Moderate
1350,1567,Minor
3698,1317,Minor
564,1560,Minor
708,564,Moderate
564,1567,Moderate
564,110,Moderate
222,564,Moderate
564,9422,Moderate
1968,564,Moderate
564,3131,Major
564,7096,Moderate
564,201,Major
6350,564,Moderate
8036,564,Minor
1317,564,Minor
198,1980,Minor
1249,972,Moderate
9352,6854,Major
9352,4808,Moderate
9352,4319,Moderate
10181,9422,Moderate
10181,1305,Minor
10254,1560,Minor
222,10254,Minor
10254,3131,Moderate
9108,1305,Moderate
4430,8036,Moderate
8036,6671,Moderate
1317,6671,Minor
5306,1980,Minor
6823,1317,Minor
9180,753,Major
9180,1980,Minor
1308,9180,Major
1317,9180,Moderate
6724,1270,Minor
6724,1305,Minor
7256,7096,Moderate
8036,7256,Moderate
9353,9422,Moderate
9353,7096,Moderate
8036,9353,Moderate
10130,5358,Minor
7468,1560,Moderate
7468,110,Moderate
222,7468,Moderate
7468,3131,Minor
7468,201,Moderate
7468,1567,Moderate
1317,7468,Minor
690,1560,Moderate
690,110,Moderate
690,1567,Minor
8036,690,Minor
708,623,Moderate
623,1567,Moderate
623,110,Moderate
623,222,Moderate
623,9422,Minor
623,1968,Moderate
623,3131,Moderate
623,7096,Minor
623,201,Moderate
6350,623,Moderate
623,1317,Moderate
1250,9422,Moderate
1250,7096,Minor
581,9422,Minor
581,7096,Minor
3037,7096,Minor
3037,1317,Minor
9931,1560,Moderate
9931,708,Major
9931,110,Minor
9931,9422,Minor
9931,3131,Major
9931,753,Moderate
9931,201,Major
9931,1567,Moderate
6350,9931,Moderate
9931,8036,Minor
504,1317,Moderate
4455,1305,Moderate
7296,1305,Minor
5292,1305,Moderate
152,1305,Moderate
1305,4199,Moderate
1298,1305,Moderate
3354,1305,Minor
2247,1305,Moderate
5812,1305,Moderate
1259,1305,Minor
7195,1305,Minor
4319,1305,Minor
1514,1305,Minor
2241,1305,Minor
8029,1305,Moderate
4731,1305,Minor
1305,5678,Moderate
1305,3129,Moderate
2632,1305,Moderate
379,1305,Minor
3783,1305,Minor
4432,1305,Minor
3981,1305,Moderate
3513,1305,Moderate
7073,1305,Moderate
192,1305,Moderate
8216,1305,Moderate
10254,1305,Moderate
2025,1305,Minor
2526,1305,Moderate
6136,1305,Minor
434,110,Moderate
222,434,Moderate
1317,434,Moderate
708,1560,Minor
3975,1560,Minor
4755,1560,Moderate
4839,1560,Major
1567,1560,Minor
4808,1560,Moderate
623,1560,Moderate
7159,1560,Moderate
1560,4199,Moderate
110,1560,Minor
1298,1560,Moderate
2296,1560,Minor
224,1560,Moderate
222,1560,Major
2186,1560,Moderate
1560,2247,Minor
1560,9422,Minor
5812,1560,Minor
1388,1560,Minor
5998,1560,Moderate
1560,1387,Minor
189,1560,Minor
7212,1560,Moderate
1968,1560,Moderate
1514,1560,Minor
1560,3131,Minor
1560,5615,Moderate
1560,2862,Moderate
1560,2575,Moderate
4731,1560,Minor
1933,1560,Moderate
9137,1560,Moderate
984,1560,Moderate
687,1560,Minor
4361,1560,Minor
753,1560,Moderate
7096,1560,Minor
6457,1560,Moderate
302,1560,Minor
7810,1560,Moderate
497,1560,Moderate
6960,1560,Moderate
1560,4998,Moderate
1560,692,Moderate
1560,6627,Minor
6375,1560,Major
173,1560,Minor
479,1560,Moderate
527,1560,Moderate
205,1560,Moderate
1560,7666,Minor
8666,1560,Moderate
8874,1560,Major
5354,1560,Minor
3761,1560,Moderate
537,1560,Minor
1560,2614,Major
3050,1560,Minor
3391,1560,Moderate
3398,1560,Moderate
729,1560,Minor
201,1560,Minor
5115,1560,Minor
191,1560,Moderate
121,1560,Moderate
7798,1560,Moderate
6136,1560,Moderate
8446,1560,Major
6350,1560,Minor
3930,1560,Moderate
8036,1560,Minor
1560,6420,Moderate
2213,1560,Moderate
6690,1560,Moderate
4752,1560,Moderate
1560,4754,Minor
1317,1560,Minor
8036,7459,Moderate
1527,1567,Minor
6350,1527,Minor
110,3975,Moderate
222,3975,Moderate
201,3975,Minor
3975,1567,Moderate
1317,3975,Moderate
10130,8675,Moderate
4989,8675,Moderate
8675,3792,Moderate
9330,1980,Minor
708,1968,Major
1968,1567,Major
1968,110,Moderate
3057,1968,Moderate
1968,5812,Moderate
1968,1388,Major
189,1968,Moderate
1968,1489,Minor
1968,3131,Minor
1968,9694,Moderate
4361,1968,Moderate
1968,753,Moderate
1968,6627,Moderate
6375,1968,Moderate
173,1968,Moderate
1968,7666,Moderate
3761,1968,Moderate
1968,5615,Major
1968,5115,Moderate
214,1968,Minor
1371,1968,Moderate
8036,1968,Minor
4761,972,Moderate
1233,1567,Minor
1233,8036,Minor
1457,110,Moderate
6350,1457,Minor
222,1234,Moderate
1234,1567,Moderate
1317,1234,Minor
1317,6464,Moderate
1248,110,Moderate
1248,3131,Minor
1248,201,Moderate
1248,1317,Moderate
9467,753,Major
9467,1980,Minor
9467,1308,Major
9467,1317,Moderate
1317,128,Minor
6350,4683,Moderate
4638,1567,Minor
4638,8036,Moderate
4986,110,Moderate
1317,4986,Minor
4435,1567,Minor
8036,4435,Moderate
9352,6808,Moderate
9352,10254,Minor
9352,2031,Moderate
9352,3783,Moderate
9352,8666,Moderate
9352,8799,Moderate
1532,972,Moderate
4694,110,Moderate
4694,222,Moderate
4694,1317,Minor
4755,110,Moderate
4755,222,Moderate
4755,201,Moderate
4755,1567,Moderate
4755,1317,Moderate
10130,7159,Moderate
6518,1980,Minor
8619,110,Moderate
222,8619,Moderate
8619,1567,Moderate
708,189,Moderate
189,1567,Moderate
189,110,Moderate
189,222,Moderate
189,9422,Moderate
189,3131,Major
189,7096,Moderate
189,201,Minor
6350,189,Moderate
8036,189,Moderate
189,1317,Minor
708,1567,Major
4839,1567,Moderate
110,1567,Moderate
2296,1567,Moderate
224,1567,Moderate
222,1567,Major
1567,9422,Minor
5812,1567,Minor
1388,1567,Minor
5998,1567,Moderate
1567,1387,Moderate
1514,1567,Moderate
1567,3131,Major
9137,1567,Moderate
687,1567,Moderate
4361,1567,Moderate
753,1567,Moderate
7096,1567,Minor
6457,1567,Moderate
1567,6627,Moderate
6375,1567,Moderate
173,1567,Moderate
479,1567,Moderate
527,1567,Moderate
1567,7666,Moderate
1567,8874,Major
5354,1567,Moderate
3761,1567,Minor
537,1567,Moderate
1567,5615,Major
201,1567,Minor
5115,1567,Moderate
7798,1567,Moderate
6350,1567,Major
8036,1567,Minor
2213,1567,Moderate
1567,4754,Moderate
1317,1567,Minor
1317,6854,Moderate
7296,9422,Moderate
7096,7296,Moderate
7296,972,Moderate
8036,7296,Moderate
4808,3131,Moderate
4808,201,Moderate
4808,1567,Moderate
6350,4808,Moderate
8036,4808,Minor
4808,1317,Moderate
3485,1270,Minor
9935,1980,Minor
1317,7264,Moderate
7212,110,Moderate
7212,3131,Major
7212,201,Moderate
7212,1567,Moderate
7212,8036,Moderate
191,9422,Moderate
191,3131,Major
191,7096,Moderate
191,1567,Moderate
8036,191,Moderate
191,1317,Minor
125,3131,Major
125,1567,Minor
8036,125,Moderate
1317,204,Moderate
7096,149,Minor
1317,149,Moderate
1524,1317,Minor
207,1317,Moderate
151,1317,Moderate
7096,6207,Moderate
1317,6207,Minor
7096,6185,Minor
1317,6185,Minor
1270,5292,Minor
1317,5292,Minor
1317,5227,Moderate
5504,1317,Moderate
1317,5506,Minor
7096,206,Minor
1317,206,Moderate
152,1270,Minor
1317,152,Moderate
8036,623,Minor
3750,1317,Minor
7159,110,Moderate
7159,222,Moderate
4989,7159,Moderate
7159,972,Moderate
7159,3792,Moderate
7159,201,Moderate
7159,1317,Moderate
578,1980,Minor
7900,8036,Minor
7900,1317,Minor
222,4199,Moderate
9422,4199,Moderate
3131,4199,Moderate
7096,4199,Moderate
4199,1980,Minor
4963,4199,Moderate
1270,4199,Moderate
1567,4199,Moderate
1317,4199,Moderate
110,6832,Moderate
1350,110,Moderate
4430,110,Moderate
110,9353,Major
708,110,Major
110,1527,Moderate
110,8675,Major
4839,110,Moderate
578,110,Moderate
1298,110,Moderate
2296,110,Moderate
3057,110,Moderate
2240,110,Moderate
110,224,Moderate
222,110,Moderate
7899,110,Major
2186,110,Moderate
